Index,School / Cohort,Class,% Grads,% Total Regents of Cohort,% Advanced Regents of Cohort,% Dropout,PC 1,PC 2,PC 3
17K524-2009,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS - 2009,1,62.1,62.1,0,4.6,-0.047659081,-0.784186892,-0.232356019
17K524-2008,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS - 2008,1,55.2,55.2,0,5.7,0.303392813,-0.659862577,-0.372856702
17K524-2007,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS - 2007,1,55,39.6,0,10.8,0.878741467,-0.364767653,-0.224918502
17K524-2006,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS - 2006,2,39.3,39.3,0,8.3,1.115593148,-0.370169129,-0.691437703
17K524-2005,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS - 2005,1,55.9,28.4,0,6.9,0.890821995,-0.53249149,-0.70197889
17K524-2004,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS - 2004,2,54.4,23.3,0,7.8,1.073111619,-0.463085011,-0.738609573
17K528-2017,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2017,1,87,87,28.3,8.7,-1.478295618,0.344227558,0.535462946
17K528-2016,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2016,1,86.8,81.1,5.7,13.2,-0.677160756,-0.359342039,1.097326176
17K528-2015,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2015,1,83.8,64.9,0,10.8,-0.286424213,-0.648307411,0.669327981
17K528-2014,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2014,1,78,70,0,12,-0.19860285,-0.560182903,0.750507787
17K528-2013,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2013,2,54.2,42.4,0,16.9,1.144505047,-0.0665469,0.291889015
17K528-2012,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2012,1,57.9,47.4,0,12.3,0.729775193,-0.333975887,0.069787095
17K528-2011,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2011,2,55.7,50.8,0,21.3,1.159800871,0.115608905,0.803308013
17K528-2010,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2010,1,54.8,51.2,0,11.9,0.702965108,-0.341031886,0.047922258
17K528-2009,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2009,2,51.1,43.2,0,22.7,1.487933205,0.239509296,0.713779799
17K528-2008,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2008,1,73,67.4,0,12.4,-0.012696971,-0.4962078,0.656208031
17K528-2007,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2007,2,44.1,35.6,2.5,16.9,1.461054021,0.131462277,-0.021583234
17K528-2006,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2006,1,61.5,45.2,4.8,14.4,0.701573317,-0.051249254,0.196625198
17K528-2005,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2005,1,53.5,42.6,5,7.9,0.607067618,-0.295930783,-0.49881664
17K528-2004,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP - 2004,1,64.3,55.1,10.2,10.2,0.119737187,-0.080561769,-0.001594142
17K531-2017,"SCHOOL FOR HUMAN RIGHTS, THE - 2017",1,85.9,85.9,15.4,0,-1.607023411,-0.610382264,-0.018710058
17K531-2016,"SCHOOL FOR HUMAN RIGHTS, THE - 2016",1,82.4,82.4,2.7,1.4,-1.132704247,-1.03556739,0.147594454
17K531-2015,"SCHOOL FOR HUMAN RIGHTS, THE - 2015",1,74,66.3,1.9,7.7,-0.285625929,-0.652499017,0.25611393
17K531-2014,"SCHOOL FOR HUMAN RIGHTS, THE - 2014",1,80.5,69.5,4.2,4.2,-0.718411826,-0.785788716,0.108106955
17K531-2013,"SCHOOL FOR HUMAN RIGHTS, THE - 2013",1,69.5,67.8,1.7,5.1,-0.339885165,-0.759357524,0.001261993
17K531-2012,"SCHOOL FOR HUMAN RIGHTS, THE - 2012",1,67.9,67.9,3.8,7.7,-0.217965212,-0.532305793,0.154430608
17K531-2011,"SCHOOL FOR HUMAN RIGHTS, THE - 2011",1,74,74,9.6,4.1,-0.775546515,-0.529532291,-0.008059215
17K531-2010,"SCHOOL FOR HUMAN RIGHTS, THE - 2010",1,67.7,61.5,3.1,4.6,-0.224362839,-0.694883109,-0.189968097
17K531-2009,"SCHOOL FOR HUMAN RIGHTS, THE - 2009",1,66.7,60,11.7,11.7,0.01086684,0.024464925,0.217377364
17K531-2008,"SCHOOL FOR HUMAN RIGHTS, THE - 2008",1,76.3,74.6,6.8,8.5,-0.56416439,-0.448686488,0.427440783
17K531-2007,"SCHOOL FOR HUMAN RIGHTS, THE - 2007",1,61.3,48,18.7,14.7,0.386051714,0.537003523,0.075879636
17K531-2006,"SCHOOL FOR HUMAN RIGHTS, THE - 2006",1,81.7,40,10,6.7,-0.138788008,-0.348907927,-0.231245757
17K531-2005,"SCHOOL FOR HUMAN RIGHTS, THE - 2005",1,69.1,36.4,0,9.1,0.539487403,-0.5443944,-0.175853089
17K531-2004,"SCHOOL FOR HUMAN RIGHTS, THE - 2004",2,56.3,18.3,0,9.9,1.236265528,-0.360219187,-0.621315574
17K533-2013,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2013,2,49.1,40,0,14.5,1.18888652,-0.140063893,-0.023287511
17K533-2012,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2012,2,45.9,32.4,0,13.5,1.365543652,-0.144587677,-0.280039331
17K533-2011,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2011,1,54.8,48.8,0,10.7,0.691741454,-0.393452353,-0.086477874
17K533-2010,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2010,1,58,47.8,7.2,2.9,0.106164882,-0.497774171,-0.765606648
17K533-2009,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2009,2,48.6,37.5,2.8,19.4,1.439382798,0.228240887,0.279317149
17K533-2008,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2008,1,54.5,51.9,2.6,10.4,0.568661505,-0.306050802,-0.099825037
17K533-2007,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2007,1,58.3,45.2,0,9.5,0.625590377,-0.468596822,-0.181774986
17K533-2006,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2006,2,0,0,0,8.1,2.792416534,0.020020022,-2.005334509
17K533-2005,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2005,1,68.4,35.1,0,5.3,0.392059164,-0.722482491,-0.510643652
17K533-2004,SCHOOL FOR DEMOCRACY AND LEADERSHIP - 2004,1,78.3,44.9,0,4.3,-0.080738337,-0.872151107,-0.264741146
17K537-2017,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2017,1,82.4,82.4,3.1,9.9,-0.716519689,-0.600908607,0.817533699
17K537-2016,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2016,1,81,78.5,4.1,9.9,-0.625758085,-0.538090841,0.717166169
17K537-2015,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2015,1,80.6,64.3,3.1,10.2,-0.293792296,-0.523091156,0.516624484
17K537-2014,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2014,1,79.2,63.2,2.4,8.8,-0.295639661,-0.607701198,0.37344669
17K537-2013,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2013,1,72.2,51.5,1,12.4,0.307788647,-0.404910174,0.370584169
17K537-2012,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2012,1,75.8,69.5,1.1,10.5,-0.23552234,-0.570341293,0.571558366
17K537-2011,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2011,1,76.8,66.3,3.2,8.4,-0.340122663,-0.584675269,0.341164489
17K537-2010,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2010,1,68.1,60.4,2.2,13.2,0.236080954,-0.309477472,0.494184463
17K537-2009,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2009,1,63,55,4,10,0.265333985,-0.339029376,0.042431807
17K537-2008,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2008,1,68,62.1,3.9,13.6,0.189807845,-0.222832565,0.529111113
17K537-2007,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2007,2,50.4,36.4,0,21.5,1.581775364,0.204370465,0.496040031
17K537-2006,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2006,1,56,42,6,8,0.547592473,-0.266245667,-0.472194822
17K537-2005,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2005,2,43.2,18.6,0,22,2.130685568,0.331341236,0.125439688
17K537-2004,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2004,2,55.8,27.9,7.7,8.7,0.838915104,-0.120734147,-0.672264107
17K537-2003,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS - 2003,2,0,0,0,0,2.388186759,-0.378287253,-2.648869816
17K539-2017,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2017,1,81.4,81.4,30,12.9,-1.062366619,0.678656671,0.661343943
17K539-2016,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2016,1,73,69.8,17.5,19,-0.08230095,0.551588896,0.984449919
17K539-2015,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2015,1,78.5,59.5,1.3,12.7,0.011881896,-0.446439025,0.626133199
17K539-2014,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2014,1,77.7,58.7,5,15.7,0.121867191,-0.136466216,0.788332926
17K539-2013,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2013,1,82.9,74.4,4.9,11,-0.546771786,-0.453505237,0.758908286
17K539-2012,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2012,1,73.6,69.8,9.4,11.3,-0.318010533,-0.169319867,0.49160121
17K539-2011,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2011,1,70.1,62.4,6,10.3,-0.070553963,-0.313959643,0.278771227
17K539-2010,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2010,1,77.1,72.4,8.6,6.7,-0.663534728,-0.462038117,0.237838386
17K539-2009,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2009,1,68.5,65.2,9.8,15.2,0.077371748,0.089678717,0.635770124
17K539-2008,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2008,1,71.4,69.6,11.6,15.2,-0.113546033,0.131111958,0.731775169
17K539-2007,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2007,1,75.4,66.7,15.8,10.5,-0.463955495,0.053382174,0.321732833
17K539-2006,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2006,1,77.6,61.2,11.2,12.9,-0.190403159,-0.021700635,0.521568613
17K539-2005,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2005,1,78.4,57.7,11.7,9,-0.342191759,-0.188965144,0.161436025
17K539-2004,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2004,1,72,45.2,2.2,15.1,0.5507778,-0.203314753,0.463082068
17K539-2003,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS - 2003,2,0,0,0,36.4,4.204725499,1.411636798,0.243066626
17K543-2017,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2017",0,100,100,43.5,0,-2.774717199,0.418009088,0.069352379
17K543-2016,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2016",0,98.9,98.9,40.9,0,-2.675457172,0.320772604,0.067962686
17K543-2015,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2015",0,100,98.9,27.8,0,-2.438131836,-0.233740394,0.262440816
17K543-2014,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2014",0,90.5,90.5,32.4,2.7,-2.010022988,0.184550222,0.119268986
17K543-2013,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2013",1,97.6,97.6,16.5,1.2,-2.071335665,-0.624589329,0.448275229
17K543-2012,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2012",1,94.9,93.6,14.1,0,-1.940932439,-0.752638821,0.274855761
17K543-2011,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2011",1,95.8,93,8.5,0,-1.837047119,-0.991230337,0.355425803
17K543-2010,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2010",1,95.2,95.2,7.2,0,-1.842043656,-1.047025664,0.398651378
17K543-2009,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2009",1,92.6,92.6,3.7,1.2,-1.600499733,-1.107520103,0.455153059
17K543-2008,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2008",1,95.8,95.8,4.2,1.4,-1.737875665,-1.10940476,0.570013481
17K543-2007,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2007",1,91.4,91.4,5.7,1.4,-1.579049177,-1.002060822,0.404531099
17K543-2006,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2006",1,98.7,93.4,0,0,-1.740676269,-1.368378886,0.524749511
17K543-2005,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2005",1,97.8,90,15.6,0,-1.963637372,-0.701757028,0.244687265
17K543-2004,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2004",0,93.1,84.2,26.7,0,-1.961803322,-0.187971665,-0.077620793
17K543-2003,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS - 2003",1,93.2,64.9,8.1,0,-1.200408453,-0.91144997,-0.140101016
17K544-2011,INTERNATIONAL ARTS BUSINESS SCHOOL - 2011,1,70.6,70.6,0,29.4,0.825152237,0.348802638,2.018713742
17K544-2010,INTERNATIONAL ARTS BUSINESS SCHOOL - 2010,1,70.5,62.3,0,18,0.42679103,-0.188251037,0.976234208
17K544-2009,INTERNATIONAL ARTS BUSINESS SCHOOL - 2009,2,48.9,41.1,0,13.3,1.111226161,-0.200605143,-0.104073359
17K544-2008,INTERNATIONAL ARTS BUSINESS SCHOOL - 2008,2,54.2,50.6,1.2,18.1,1.014106749,0.01999856,0.504561187
17K544-2007,INTERNATIONAL ARTS BUSINESS SCHOOL - 2007,1,51,40,0,7,0.771573626,-0.522990989,-0.587323756
17K544-2006,INTERNATIONAL ARTS BUSINESS SCHOOL - 2006,2,49.1,32.4,2.8,6.5,0.887694062,-0.395817649,-0.820201989
17K544-2005,INTERNATIONAL ARTS BUSINESS SCHOOL - 2005,1,54.2,36.5,4.2,7.3,0.700970514,-0.347258106,-0.62328948
17K544-2004,INTERNATIONAL ARTS BUSINESS SCHOOL - 2004,1,74.7,46.8,5.1,3.8,-0.164783544,-0.662496448,-0.402389554
17K544-2003,INTERNATIONAL ARTS BUSINESS SCHOOL - 2003,1,70.4,39.5,0,16,0.791537006,-0.223268967,0.444576451
17K544-2002,INTERNATIONAL ARTS BUSINESS SCHOOL - 2002,2,0,0,0,33.3,4.050020277,1.259198211,-0.003224664
17K546-2017,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2017,1,91.6,91.6,20.6,1.9,-1.860948444,-0.358104734,0.250620645
17K546-2016,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2016,0,95.2,91.3,28.8,1,-2.145450358,-0.086317723,0.124343619
17K546-2015,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2015,1,84.8,77.1,17.1,1,-1.387810982,-0.457976817,-0.123761003
17K546-2014,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2014,1,93.1,87.1,20.7,1.7,-1.815657471,-0.36256702,0.185275322
17K546-2013,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2013,0,94.6,89.2,24.7,1.1,-2.002219628,-0.24216623,0.14315785
17K546-2012,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2012,1,93.3,89.4,17.3,0,-1.883598489,-0.595759741,0.136689323
17K546-2011,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2011,1,92.7,89,21.1,1.8,-1.848140313,-0.343209661,0.212067354
17K546-2010,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2010,1,89.6,89.6,5.7,0,-1.571657837,-1.05258235,0.23385207
17K546-2009,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2009,1,92.1,86.5,1.1,1.1,-1.418437712,-1.200409152,0.374491728
17K546-2008,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2008,1,88.6,87.3,11.4,0,-1.616480216,-0.801116437,0.103063485
17K546-2007,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2007,1,85.3,69.6,12.7,1,-1.158985149,-0.624608256,-0.178320726
17K546-2006,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2006,1,94.6,86,17.2,0,-1.842097409,-0.600261051,0.104474267
17K546-2005,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2005,1,96.8,89.4,11.7,0,-1.850756504,-0.855325928,0.270581298
17K546-2004,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2004,1,91.7,73.6,0,5.6,-0.901228216,-0.986618782,0.530137262
17K546-2003,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW - 2003,1,92.9,61.9,1.2,2.4,-0.874891416,-1.070732577,0.089452214
17K547-2017,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2017,1,68.5,68.5,28.3,2.2,-1.008634767,0.212904679,-0.591975404
17K547-2016,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2016,1,77.5,76.4,23.6,7.9,-0.994079956,0.208592319,0.203396185
17K547-2015,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2015,1,67.5,60.8,0,8.3,0.041063192,-0.638817628,0.130909788
17K547-2014,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2014,1,62.1,56.3,1.1,10.3,0.332379572,-0.442100009,0.111320515
17K547-2013,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2013,1,68,63.9,5.2,9.3,-0.087303286,-0.38500411,0.199306788
17K547-2012,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2012,1,72.6,69.2,8.9,5.5,-0.56263918,-0.466299339,0.010999723
17K547-2011,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2011,1,62.9,61.4,4.3,7.1,-0.012897081,-0.485946383,-0.089512479
17K547-2010,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2010,1,74.3,70.3,5.9,6.9,-0.493518984,-0.538228028,0.20892742
17K547-2009,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2009,1,58.2,56.4,1.8,7.3,0.254941344,-0.531710703,-0.200140412
17K547-2008,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2008,1,62.4,58.7,1.8,6.4,0.068282028,-0.613502198,-0.163849766
17K547-2007,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2007,1,63.6,55.8,8.5,9.3,0.110511841,-0.192434589,-0.050585638
17K547-2006,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2006,1,69.1,45.5,6.4,5.5,0.047203848,-0.479487225,-0.399769672
17K547-2005,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2005,1,66.1,52.7,10.7,4.5,-0.166829075,-0.346792231,-0.470078841
17K547-2004,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2004,1,67.8,48.3,11.5,1.1,-0.301803034,-0.4811782,-0.794089538
17K547-2003,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT - 2003,1,58.2,36.9,2.5,1.6,0.351851477,-0.729279837,-0.979781105
17K548-2017,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2017,1,79.4,79.4,20.6,5.9,-1.137689788,-0.037229336,0.165472196
17K548-2016,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2016,1,79.6,77.8,5.6,5.6,-0.824479557,-0.674651657,0.320531397
17K548-2015,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2015,1,74.2,48.5,1.5,12.1,0.298345401,-0.405442192,0.32470812
17K548-2014,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2014,1,74,66.2,0,7.8,-0.240573737,-0.726546702,0.287965267
17K548-2013,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2013,1,69.5,62.2,0,11,0.102129548,-0.524758982,0.401712503
17K548-2012,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2012,1,85.7,77.9,0,1.3,-1.067134055,-1.165267081,0.157977624
17K548-2011,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2011,1,77.7,68.1,1.1,11.7,-0.190276208,-0.52161386,0.675940795
17K548-2010,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2010,1,63.9,60.2,1.2,10.8,0.235492558,-0.437428859,0.243330597
17K548-2009,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2009,1,58.3,53.6,4.8,7.1,0.239414589,-0.409487707,-0.300243628
17K548-2008,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2008,1,65.4,63,7.4,3.7,-0.333684163,-0.5468278,-0.333376849
17K548-2007,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2007,1,68.2,52.3,6.8,5.7,-0.068317925,-0.464946171,-0.293658315
17K548-2006,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2006,1,73.9,50,3.4,2.3,-0.252377139,-0.809992658,-0.46003645
17K548-2005,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2005,1,81.6,58.2,13.3,3.1,-0.751262372,-0.437522546,-0.267068372
17K548-2004,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2004,1,84.5,67.6,14.1,1.4,-1.108380213,-0.535114728,-0.211309067
17K548-2003,BROOKLYN SCHOOL FOR MUSIC & THEATRE - 2003,1,79.4,39.2,5.2,3.1,-0.154054588,-0.706823976,-0.504305755
17K568-2017,BROWNSVILLE ACADEMY HIGH SCHOOL - 2017,2,11.8,11.8,0,8.8,2.320879449,-0.065667318,-1.559987951
17K568-2016,BROWNSVILLE ACADEMY HIGH SCHOOL - 2016,2,23.3,16.4,0,8.2,1.937246285,-0.193286348,-1.340135298
17K568-2015,BROWNSVILLE ACADEMY HIGH SCHOOL - 2015,2,23.6,18.1,0,11.1,2.04070785,-0.057579137,-1.077039402
17K568-2014,BROWNSVILLE ACADEMY HIGH SCHOOL - 2014,2,19.6,13.7,0,13.7,2.350255913,0.112085485,-1.009095451
17K568-2013,BROWNSVILLE ACADEMY HIGH SCHOOL - 2013,2,21.3,19.1,0,17,2.366955074,0.246898458,-0.630546595
17K568-2012,BROWNSVILLE ACADEMY HIGH SCHOOL - 2012,2,19.3,15.7,0,10.8,2.171773397,-0.033778254,-1.211971429
17K568-2011,BROWNSVILLE ACADEMY HIGH SCHOOL - 2011,2,26.3,22.5,0,12.5,1.960218316,-0.020884975,-0.84896641
17K568-2010,BROWNSVILLE ACADEMY HIGH SCHOOL - 2010,2,20,18.8,0,15.3,2.317638394,0.173790439,-0.792270527
17K568-2009,BROWNSVILLE ACADEMY HIGH SCHOOL - 2009,2,20.5,19.3,0,18.1,2.435911528,0.306387542,-0.553299793
17K568-2008,BROWNSVILLE ACADEMY HIGH SCHOOL - 2008,2,30.3,29.2,0,13.5,1.783693285,-0.019837659,-0.593460666
17K568-2007,BROWNSVILLE ACADEMY HIGH SCHOOL - 2007,2,24.7,15.7,0,19.1,2.463699545,0.334221694,-0.462082776
17K568-2006,BROWNSVILLE ACADEMY HIGH SCHOOL - 2006,2,12,6.7,0,20,2.978692643,0.497591339,-0.749816683
17K568-2005,BROWNSVILLE ACADEMY HIGH SCHOOL - 2005,2,12.8,5.8,0,8.1,2.38495631,-0.091052607,-1.696503519
17K568-2004,BROWNSVILLE ACADEMY HIGH SCHOOL - 2004,2,11.1,4.8,0,11.1,2.593443981,0.071850934,-1.502912039
17K568-2003,BROWNSVILLE ACADEMY HIGH SCHOOL - 2003,2,11.7,2.1,0,7.4,2.449953652,-0.107140605,-1.830765366
17K568-2002,BROWNSVILLE ACADEMY HIGH SCHOOL - 2002,2,2.6,1.3,0,10.3,2.816970849,0.10530607,-1.765832252
17K568-2001,BROWNSVILLE ACADEMY HIGH SCHOOL - 2001,2,0,0,0,1.6,2.468034616,-0.299609273,-2.521751731
17K590-2017,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2017,1,96.2,93.6,16.7,0,-2.022418,-0.653869573,0.261692738
17K590-2016,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2016,0,95.4,92.9,28.6,1,-2.178417319,-0.100537485,0.15642296
17K590-2015,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2015,0,92.9,90.9,41.1,1,-2.331476602,0.444849714,-0.085996624
17K590-2014,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2014,0,96.1,94.7,21.7,0,-2.142546753,-0.447620554,0.21072591
17K590-2013,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2013,0,96.2,96.2,44.8,0,-2.637639859,0.510904784,-0.07362531
17K590-2012,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2012,0,93.6,93.6,29.8,0,-2.225775388,-0.088205999,0.042085835
17K590-2011,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2011,0,95.4,95.4,32.9,0.5,-2.340136798,0.047344762,0.099600168
17K590-2010,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2010,1,88.1,86.3,14.6,1.3,-1.584062695,-0.597272612,0.138690349
17K590-2009,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2009,1,94.7,94.7,18.9,0.5,-2.029840617,-0.529400568,0.264625875
17K590-2008,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2008,0,95.9,95.9,22.4,1.2,-2.116475486,-0.361225812,0.312837484
17K590-2007,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL - 2007,0,95.6,92.5,32.5,0,-2.302810927,0.012549659,0.021402458
